ID	Name	Desc
200118	Vị Lai Khoa Kỹ Chưởng Môn	Đệ tử của phái công nghệ tương lai đều là những con người bình thường muốn tu luyện thành tiên, người đứng đầu hiện tại cũng luôn nỗ lực rèn luyện đệ tử, đời này đã nghiên cứu ra khóa học tu luyện 25 giờ một ngày. Và Vương Lão Cúc trong đời này cũng đã tìm thấy tình yêu đích thực - Miễn Miễn, và kết thành đạo lữ, cùng nhau vào luân hồi, sống bên nhau qua các đời. Mối duyên này cũng đã trở thành câu chuyện đẹp trong giang hồ.
200119	Thư Hương Thế Gia	Sinh ra trong một gia đình quyền quý, gia giáo tốt, cha cô là một hiệp khách đã rút lui khỏi giang hồ, thường kể cho Miễn Miễn nghe những câu chuyện thú vị trong giang hồ. Dưới ảnh hưởng lâu dài, cô cũng đã phát sinh sự hứng thú sâu sắc với giang hồ.
200120	Chưởng Môn Phu Nhân	Khi lén lút rời nhà để khám phá giang hồ, cô gặp được Vương Lão Cúc, người đứng đầu phái công nghệ tương lai vừa mới vào luân hồi. Sau khi cùng nhau trải qua nhiều việc, họ đã quen biết, hiểu biết và yêu thương nhau, hai người kết thành đạo lữ, cùng nhau vào luân hồi, sống bên nhau qua các đời, trở thành một câu chuyện đẹp.
200121	Thư Hương Môn Đệ	Sinh ra trong gia đình tu luyện tiên, từ nhỏ đã được đào tạo chi tiết, đặt nền tảng tốt cho việc tu luyện. Nhưng do tính cách nổi loạn và sự tò mò mạnh mẽ, sở thích cá nhân không nằm ở việc tu luyện chính thống mà thích nghiên cứu bí mật trong giới tu luyện.
200122	Tham Hiểm Chi Vương	[NAME] lớn lên thích mạo hiểm đi đến những nơi hoang vắng, giỏi trong việc thử nghiệm ở rìa nguy hiểm, quyến rũ và trêu chọc các cơ quan. Một hành trình trưởng thành đã rèn luyện cho [IT] sức bền và khả năng thích ứng tốt, có dấu chân ở khắp các bí cảnh, trở thành nhân vật huyền thoại được truyền tụng trong giới thám hiểm, được gọi là "Người lang thang không thể chết"!
200123	Lại Nham Triền Thân	Tôn Trà từ nhỏ đã có tài năng xuất sắc, trong cơ thể tự nhiên có thể tích trữ nhiều linh khí hơn người khác, nhưng không biết tại sao, linh khí trong cơ thể lại phát ra mùi lười biếng mạnh mẽ, khiến [IT] luôn cảm thấy uể oải, Tôn Trà luôn đấu tranh với bản năng lười biếng của mình, nhưng hiệu quả không đáng kể.
200124	Gia Lý Tồn Xuyên Việt	Tôn Trà là người đến từ một thế giới cạnh tranh xã hội rất khốc liệt, trước khi đến thế giới tu luyện này, [IT] đã sống như một người ở nhà suốt hơn mười năm, cuộc sống lười biếng lâu dài khiến [IT] không biết gì về nông sản.
200125	Nhai Sảnh Bằng Khắc	Thời thơ ấu, một nửa thời gian trôi qua trong các quán trà ấm áp và kín đáo tại chợ, mẹ [NAME] một ngày phát hiện con có tài năng âm nhạc cực cao, nên đã gửi đến một nhạc sĩ violon nổi tiếng địa phương làm học trò. Tuy nhiên, ngày đầu tiên vào lớp học đã bị mẹ kéo tai từ một quán trà trong hẻm ra và vội vàng kết thúc sự nghiệp âm nhạc cổ điển của [IT]. Nhưng sau này [IT] tự mày mò violon lại phát hiện mình phù hợp hơn với guitar, nhờ sự nỗ lực không ngừng trong việc chơi guitar dân gian, cuối cùng trở thành một tay trống của một ban nhạc punk không nổi tiếng!
200126	Bán Nhan Quỷ Soa	Một nửa điếu thuốc vì sự kiên nhẫn không ngừng và tính tò mò kiên định, đã từng làm "quan binh", "thợ thủ công", "họa sĩ", nhưng vì gương mặt đẹp trai và kỹ năng tuyệt vời, thường làm việc nửa vời. [IT] đã bị cuốn vào đó, vì vậy phải đeo mặt nạ để che đi một nửa khuôn mặt, mới có thể sống bình thường. Một nửa điếu thuốc thường xuất hiện với danh phận quỷ sai vào mỗi đêm, bắt quỷ sống qua ngày, chỉ mong tìm được một nơi sạch sẽ trong nhân gian. Vì [IT] nghiện thuốc lá, mọi người gọi nhầm là "một nửa điếu thuốc".
200127	Xuất Thân Hào Môn	Xuất thân từ gia đình danh giá, tiểu thư xinh đẹp và mạnh mẽ. Do tài năng xuất chúng bị ép buộc học hỏi nhiều công pháp, mong con gái thành phượng, nhưng vì có tâm lý khúc mắc nên không thể vượt qua được giới hạn của bản thân.
200128	Tử Sắc Quang Mang	Bề ngoài cao quý lạnh lùng, thực tế lại có tâm hồn sâu sắc. Trải qua bao phong cảnh, mỗi nét bút mỗi thanh kiếm đi khắp giang hồ. Thỉnh thoảng dạy dỗ những đứa trẻ mới bắt đầu viết sách vẽ tranh. Trong dân gian có người không hiểu tính cách của cô, bịa đặt và sắp xếp chuyện thị phi, cô không giải thích và cũng không thèm giải thích, chỉ mong kết giao với những người hiểu mình.
200129	Lân Gia Thiếu Nữ	Cô gái hàng xóm xuất thân từ gia đình thợ khéo léo. Cha cưng chiều con gái, làm đủ loại đồ chơi cơ khí, nuôi dưỡng tính cách hoạt bát nhưng không thiếu chính kiến, quá hoạt bát, nếu cho cô cơ hội, cô sẽ ngay lập tức cầm kiếm ra giang hồ.
200130	Chanh Sắc Toàn Phong	Cô bé hàng xóm ngây thơ hoạt bát, thỉnh thoảng còn có chút bốc đồng. Mặc dù nhìn có vẻ hiền lành vô hại, nhưng bên trong lại thấu hiểu nhân tình thế thái. Không chịu được khi thấy người khác bị bắt nạt, thích hành hiệp trượng nghĩa - thường vẫn sẽ cân nhắc khả năng của mình.
200131	Du Hí Vương	[NAME] trời sinh thông minh hoạt bát, thích gọi bạn bè cùng chơi. Khi [IT] mười tuổi, bất kể cờ tướng, đố chữ, hay đá cầu, [IT] đều rất thành thạo. Đá dế còn là tuyệt chiêu riêng của [IT], những con dế mà [IT] chọn thường rất sắc bén, hiếm có đối thủ.
200132	Vũ Tịch Thu Tập Giả	Phân Mi Thương có tình yêu đặc biệt với việc thu thập bí kíp võ công khắp thiên hạ, sức hấp dẫn của việc thêm một cái khiến anh ta luôn chìm đắm trong đó không thể tự thoát ra, bất kể là âm dương, mềm mại hay cứng rắn, nội hay ngoại. Vì vậy, anh ta đã tiêu tốn hàng nghìn vàng để thu thập các loại tuyệt thế võ công khắp thiên hạ.
200133	Sơn Phỉ Đầu Mục	[NAME] là con gái của thủ lĩnh cướp trên núi Qian Yuan, từ nhỏ đã sống bằng lưỡi dao, võ nghệ xuất chúng, dũng cảm và tính cách hào phóng, nói thẳng.
200134	Nữ Hiệp Khách	[NAME] vì cha bị kẻ thù giết hại, từ năm 16 tuổi đã tiếp nhận vị trí thủ lĩnh của băng cướp, đặt ra quy tắc không giết người vô tội, không cướp của người tốt. Sau đó vì bị kẻ phản bội bán đứng, băng cướp bị diệt, trong lúc các anh em bảo vệ đã trốn thoát, trong lúc chán nản đã nảy sinh ý tưởng xuất thế tu hành.
200135	Mặc Gia Đệ Tử	[NAME] từ nhỏ đã thông minh, theo học những bậc cao nhân trong làng về cơ quan và cách rèn luyện thân thể. Sự chỉ dẫn của thầy giỏi và tài năng bẩm sinh khiến [IT] từ nhỏ đã có tâm tư tỉ mỉ, dũng cảm hơn người.
200136	Du Hiệp	[NAME] sau khi trưởng thành đã ra ngoài luyện tập hơn ba năm, ngày ngày hành hiệp trượng nghĩa, gần đây ở thành Đại Lương gặp một người, nói rằng [IT] có duyên với tiên. Điều này đã khơi dậy trong [NAME] niềm khao khát tìm kiếm tiên đạo.
200137	Âm Nhạc Thiên Tài	[NAME] từ nhỏ đã có tài năng âm nhạc cực lớn, tất cả các loại nhạc cụ đều tự học. Nhưng thật tiếc, trời ghen với tài năng, một cơn bệnh nặng đã cướp đi thính giác của [IT].
200138	Mặc Thôn Thôn Dân	[NAME] lớn lên đến một ngôi làng tên là Mạc Thôn, nơi mọi người đều phải có một số kỹ năng về ca hát và nhạc cụ để sinh tồn, ai cũng tài năng xuất chúng. [NAME] nhờ tài năng âm nhạc vượt trội đã nhận được sự công nhận của dân làng, và sống ở đây.
200139	Mặc Thôn Thôn Dân	[NAME] sống trong một ngôi làng tên là Mạc Thôn, nơi mọi người đều phải có một số kỹ năng về ca hát và nhạc cụ để sinh tồn. Kết quả, đầu bếp Lion Head đã rèn luyện được một kỹ năng nấu ăn tuyệt vời trong môi trường như vậy!
200140	Mặc Thôn Trù Thần	[NAME] dần dần được công nhận về tài nấu ăn, nhiều năm sau, bất ngờ nhận được danh hiệu đầu bếp thần thánh, đồng thời vì tâm hồn gắn bó với núi rừng, tất cả các món ăn của [IT] đều có sự hòa quyện với âm điệu, từ đó khai sáng ra món ăn âm điệu, lan truyền khắp thế giới.
200141	Thư Hương Môn Đệ	[NAME] sinh ra trong một gia đình có truyền thống học vấn, từ nhỏ đã sở hữu vẻ đẹp và trí tuệ, thể hiện tình yêu đối với âm nhạc và vũ đạo, thích tất cả các loại nghệ thuật đẹp, từ rất nhỏ đã quyết tâm trở thành một nhạc sĩ.
200142	Lão Bản Nương	[NAME] sau khi trưởng thành, rất may mắn tìm thấy Mạc Thôn, nhưng không may lại kết hôn với đầu bếp thần thánh của Mạc Thôn, từ đó, từ yêu thích âm nhạc đẹp, chuyển sang yêu thích tất cả các món ăn ngon, trở thành bà chủ của quán ăn ở Mạc Thôn.
200143	Nhân Sinh Doanh Gia	[NAME] được sinh ra từ vận mệnh của trời đất, tài năng xuất chúng, vô song. Không gì là không thể, không gì là không biết. Sự ra đời của [NAME] có thể nói là do trời đã sai lầm.
200144	Nhất Vô Sở Hữu	Mặc dù sự ra đời của [NAME] rực rỡ như vậy, nhưng thật tiếc, [NAME] đã định sẵn không có gì cả.
200145	Thần Y Thế Gia	[NAME] xuất thân từ phái thần y ẩn dật trong truyền thuyết, gia đình có bộ xương thần kỳ bẩm sinh, thành viên trong gia đình từ 10 tuổi sau khi hỏa táng có thể nhận được một viên tinh thể, là thuốc cứu người thần dược có hiệu quả với sinh tử. Vì lý do này, gia đình đã ẩn cư sâu trong núi linh, chuyên tâm nghiên cứu y thuật, đệ tử trưởng thành xuống núi rèn luyện y thuật, trong lúc nguy cấp có thể dùng viên tinh thể gia truyền cứu mạng, nhưng không được tiết lộ nguồn gốc. Đệ tử rèn luyện được thế gian gọi là thần y Ngọc tiên sinh. [NAME] với tư cách là con gái của gia tộc có tài năng y thuật xuất sắc từ nhỏ sống không lo lắng, yêu động vật và âm nhạc.
200146	Vân Du Y Tiên	[NAME] vì một lần thiện tâm cứu người đã bị lừa ra khỏi nơi ẩn cư của gia đình, gia đình bị nhiều lần thiết kế tiết lộ bí mật về viên tinh thể, cuối cùng một trận hỏa hoạn đã tiêu diệt toàn bộ gia tộc, viên tinh thể rơi vào tay kẻ thù, chỉ mình [IT] may mắn thoát khỏi, từ đó tính cách thay đổi lớn, tâm trạng lạnh lùng kỳ quái, đối với người khác thường có sự đề phòng, nhưng vẫn không mất đi tấm lòng của một người cứu người. Sau đó, [NAME] từ nơi cấm địa của gia tộc đã ngộ ra những mảnh sách cổ, tự cải tiến tu luyện thành công, dùng độc thuật tuyệt thế báo thù cho gia tộc. Sau đó, [NAME] lưu luyến giữa núi rừng âm điệu, tiếp tục nghiên cứu y thuật, thỉnh thoảng lang thang nhân gian chữa bệnh cứu người, được gọi là y tiên Ngọc chân nhân.
200147	Thư Đồng	[NAME] là hài tử thứ của một gia đình quan lại, thông minh bẩm sinh, nhưng vì tranh chấp giữa triều đình và dân gian mà gia đình sa sút, để kiếm sống đã trở thành một người viết sách, may mắn không mất đi tri thức.
200148	Ngâm Du Nhạc Sư	[NAME] luôn mang theo cuốn cổ tịch gia truyền "Sơ Âm·Luật", sau nhiều năm cuối cùng đã lĩnh hội được tinh hoa, âm điệu tự thành một phái. Hướng về tự nhiên, mời những người bạn cùng chí hướng, tránh xa thế giới ồn ào, lấy đàn làm đạo, truyền đạo dạy học làm người thầy mẫu mực.
200149	Diệt Quốc Hoàng Tử	Vốn là hoàng tử của một quốc gia nhỏ ở Tây vực, từ nhỏ đã có tài năng thông minh, nhớ lâu, nhưng cơ thể yếu ớt. Từ nhỏ đã thuộc lòng các loại sách vở của hoàng gia quốc gia Na Lan. Sau này, quốc gia Na Lan bị tiêu diệt trong chiến tranh, may mắn thoát khỏi cái chết.
200150	Cầu Đạo Giả	Sau khi quốc gia bị diệt, [NAME] một mình lang thang đến Trung Nguyên, mặc dù quốc gia tan vỡ, gia đình mất mát, nhưng từ nhỏ đã đọc lịch sử, thấu hiểu sự biến đổi của lịch sử, nên trong lòng không còn oán hận, chỉ mong cầu học vấn. Mặc dù sức khỏe không tốt, nhưng nhờ vào trí thông minh, đã học tập ở nhiều nơi tại Trung Nguyên, có nền tảng vững chắc về Nho học, đồng thời cũng đã tìm hiểu nhiều trường phái khác.
200151	Thiếu Niên Đạo Diễn	[NAME] từ nhỏ đã quyết tâm trở thành một đạo diễn phim, vừa có thể thể hiện ý tưởng của mình vừa kiếm tiền để chuyển đến trung tâm thành phố.
200152	Xuyên Việt Giả	[NAME] trưởng thành bắt đầu làm game và vô tình trở nên giàu có, chuẩn bị theo đuổi sự thể hiện bản thân. Tuy nhiên, ngay khi sự nghiệp mới bắt đầu, lại đột nhiên bị xuyên không đến thế giới này. Cuộc sống mới cũng mở ra một chương mới.
200153	Tiểu Ký Giả	Hồ Tuyết Phi thời thơ ấu là một phóng viên chiến trường. Sự nhạy bén của anh giúp anh có thể nhìn thấu nhiều chi tiết xảy ra trên chiến trường. Cuộc sống quân ngũ từ nhỏ cũng đã mang đến cho anh nhiều kinh nghiệm quý giá.
200154	Sỏa Tử	Hồ Tuyết Phi lớn lên mắc một căn bệnh nặng, sau đó anh không muốn đạt được mục tiêu bằng cách "thông minh nhất" như mọi người. Chính vì vậy, những người xung quanh gọi anh là kẻ ngốc.
200155	Lữ Bất Vi Lão Hương	[NAME] là đồng hương với Lữ Bất Vi nổi tiếng trong lịch sử. Từ nhỏ đã thể hiện tài năng kể chuyện vượt trội, rất hào phóng, thường xuyên tặng quà cho hàng xóm bạn bè xung quanh.
200156	Bình Thư Nhân	Trở thành một người kể chuyện chuyên nghiệp, nhờ vào nỗ lực không ngừng của bản thân mà được biết đến rộng rãi, nhưng cũng từng vì kiến thức hạn chế, cảm hứng không đủ mà trải qua giai đoạn thấp thỏm, dưới sự giúp đỡ và khích lệ của bạn bè và người thân, lấy lại tự tin, và cùng những người bạn cùng chí hướng thành lập đội "Ký ức Hồng", có nhiều người hâm mộ.
200157	Hương Thôn Hài Đồng	Là con của một gia đình nông dân bình thường, từ nhỏ đã thường xuyên lượn lờ ở cửa các quán rượu và trà, chứng kiến và nghe thấy nhiều điều kỳ lạ trong giang hồ, đặc biệt rất quan tâm đến tin đồn và chuyện thị phi.
200158	Điếm Tiểu Nhị	Tiệm nhỏ, làm thêm việc dò la tin tức cho khách, nhưng khách thường bị lời nói của hắn làm cho choáng váng. Muốn tìm hiểu đủ loại tin đồn giang hồ, tìm hắn chắc chắn không sai.
200159	Lão Đại	Nhân vật Yến Tử sinh ra ở một ngôi làng ven biển biên giới, từ nhỏ đã là thủ lĩnh của lũ trẻ trong làng. Hắn là người nghĩa khí, dẫn dắt các ngươi nhỏ lập nên đội thiếu niên. Dù là đánh đuổi thế lực kẻ thù hay ra khơi tiêu diệt cướp biển, Yến Tử luôn là người tiên phong, chỉ huy các ngươi cùng chiến đấu, lâu dần ngay cả những đứa trẻ lớn hơn hắn cũng gọi hắn là "đại ca".
200160	Tam Bách Lục Thập Hành	Khi lớn lên, Yến Tử vì chính nghĩa mà không ngừng mạo hiểm, hắn luôn tràn đầy hứng thú với mọi thứ, đã thử qua đủ ngành nghề, đi khắp nơi, trải qua nhiều sóng gió, cũng để lại cho hắn nhiều vết thương. Trong quá trình này, hắn đã gặp gỡ rất nhiều người. Có người gia nhập đội ngũ của hắn, cũng có người rời đi, nhưng bất kể là ai ở lại hay ra đi, đều rất tôn trọng hắn, vẫn gọi hắn là "đại ca".
200161	Trương Đức Soái Tương Quân	Ở vùng đất xa xôi của đại lục Pandar, Zhang Deshuai từ nhỏ đã bị ảnh hưởng bởi chiến tranh, trong lòng mong muốn lớn lên sẽ lãnh đạo hàng vạn quân đội, chinh phục đại lục Pandar. Từ giây phút hắn trở thành lính đánh thuê lúc 15 tuổi, tham vọng của hắn đã lộ rõ. Zhang Deshuai lợi dụng mối thù giữa người Noldo và nhân loại, từ một thủ lĩnh tiểu đội trải qua hàng chục năm phát triển cho đến khi chiếm lĩnh tất cả các quốc gia của đại lục Pandar. Vào lúc hắn sắp lên ngôi vua của đại lục Pandar, thì hắn đã bị xuyên không.
200162	Quỷ Trung Chi Phụ	Người cha quỷ này không phải là người cha quỷ kia, sau khi xuyên không, đến được thế giới quỷ, hắn không cảm thấy sợ hãi. Hắn chọn cách thân thiện với các loại quỷ, và trong cuộc chiến giữa thế giới quỷ và ma, hắn đã lập được nhiều chiến công hiển hách, họ thân mật gọi hắn là: "Người cha quỷ". Sau một trận chiến ác liệt, [IT] thần hồn bị thương nặng, chỉ có thể thi triển thần thông "đánh lừa trời đất" để hồi sinh về nhân gian hóa thành phàm nhân. Ký ức đã qua tạm thời bị phong ấn, [IT] sắp bắt đầu cuộc sống phàm nhân mới.
200163	Dị Bang Quá Khách	Theo truyền thuyết, cổ Lạc được một con cò hoang từ phương Tây mang đến vào một ngày nào đó, nhưng không ai biết cổ Lạc thực sự đến từ đâu. Mặc dù từ nhỏ đã sống trong giang hồ, nhưng chưa từng bái sư ở bất kỳ môn phái chính thống nào, nhìn có vẻ tự cao tự đại, nhưng dường như mỗi lần có tranh đấu trong giang hồ hay đại sự đều có thể thấy bóng dáng của hắn. Mặc dù tuổi còn nhỏ, nhưng hành xử lại quỷ quyệt, không để lại dấu vết.
200164	Vân Du Cô Quán	Một nhân vật bí ẩn trong giang hồ, xuất thân không ai biết, vì từ đầu đến cuối hắn đều khoác lên mình bộ áo đen trắng, nói năng lấp lửng, ngay cả tuổi tác và giới tính cũng trở thành bí ẩn. Về việc hắn có võ công cũng không ai hay biết, điều duy nhất nổi tiếng có lẽ chỉ là thuật "bay nhảy", thường xuyên lén lút tham gia vào các cuộc tranh chấp trong giang hồ, nhưng luôn đứng ngoài các mâu thuẫn chính, giống như là một người ngoài cuộc. Nhìn qua có vẻ chính nghĩa mà cũng có thể là tà ác, khó nắm bắt, nhưng luôn có thể xuất hiện kịp thời trong những lúc nguy hiểm, dựa vào những cách bất ngờ để giúp giải quyết khủng hoảng, khiến mọi người đều phải tán thưởng.
200165	Phổ Thông Nhân Gia	Xuất thân từ gia đình bình thường, trong quá trình trưởng thành chưa bao giờ thể hiện bất kỳ tài năng võ học nào, nên trước tuổi ba mươi hắn sống một cuộc sống bình thường theo lề lối. Chỉ vì từ nhỏ đã say mê những câu chuyện huyền thoại của các hiệp khách, cuối cùng vào năm 20 tuổi, hắn đã vội vã từ biệt cha mẹ và bạn bè, lao vào giang hồ mà thực ra hắn chẳng biết gì.
200166	Cải Biến Giang Hồ	Về giang hồ này, hắn biết càng nhiều, càng cảm thấy phẫn nộ. Rõ ràng trên thế giới này vẫn còn rất nhiều bất công, rất nhiều giả dối, rất nhiều bắt nạt và oán hận—tại sao những người tự xưng là chính phái lại có thể lười biếng như vậy, thậm chí kéo dài hàng chục năm mà không làm gì cả?! Vì vậy, hắn đã quyết định một cách vội vã rằng hắn phải đi thay đổi giang hồ này.
200167	Thất Ức Thiếu Nữ	[NAME] có nguồn gốc mờ mịt, một ngày nọ tỉnh dậy bỗng quên đi thân phận của mình. Nhưng điều này không cản trở nàng vui chơi, nên nàng không bối rối, ngược lại sống càng thoải mái hơn.
200168	Điểm Tâm Nữ Hài	Thường nghe đồn rằng nàng lang thang khắp nơi từ các lầu viện lớn nhỏ đến cả các phủ đệ, mỗi khi được hỏi, nàng chỉ biết tỏ vẻ bất lực mà nói rằng từ nhỏ đã thích ca múa, đi đến những nơi đó chẳng qua là để tìm các chị học nghệ tâm sự, rồi uống trà, ăn điểm tâm mà thôi, sau đó nàng sẽ thao thao bất tuyệt kể về những món điểm tâm ngon đã ăn qua, v.v.
200169	Cáp Tinh Hóa Hình	Bồ câu tinh luyện ngàn năm, bỏ đi tu vi hóa thành hình người, bị cám dỗ từ nhân gian mà thường trú lại nơi đây.
200170	Du Hí Chủ Bá	Vì thích vui chơi, nên trong nhân gian nàng nhiệt tình dạy người cách vui chơi, được gọi là “streamer game”.
200171	Kiếm Tiên Chuyển Thế	[NAME] xuất thân từ gia đình có truyền thống học vấn, nhưng từ nhỏ đã thích nghe những câu chuyện về các hiệp khách trong giang hồ, đặc biệt câu nói “hiệp nghĩa lớn nhất là vì nước vì dân” càng khiến hắn từ bỏ văn chương theo võ, và chọn thanh kiếm tượng trưng cho quân tử làm vũ khí của mình! Cuối cùng trở thành một kiếm tiên. Sau đó, để cảm nhận đỉnh cao của kiếm đạo, hắn đã từ bỏ tu vi phong ấn ký ức, trở về làm phàm nhân.
200172	Đức Vân Sắc Chưởng Môn	Sau khi chuyển sinh, [NAME] trưởng thành, thành lập môn phái của riêng mình, Đạo Vân Sắc, và chiêu mộ một nhóm đệ tử sau này nổi danh khắp thiên hạ. Đạo Vân Sắc với “trung hiếu nghĩa lễ” thu nhận nhân tài khắp thiên hạ, nổi danh trong giang hồ.
200173	Tiên Nhân Chuyển Thế	[NAME] xuất thân từ nhà giàu có, là hóa thân của một tiên nhân. Tính cách lười biếng nhưng lại có thiên phú xuất sắc, học cái gì cũng rất nhanh, điều hắn thích nhất là bắt chước và làm giả các thứ kỳ quái khác nhau.
200174	Đức Vân Sắc Phó Chưởng Môn	Sau khi trưởng thành, Xika đã thu thập tất cả các bí kíp võ công trên thế giới, và dựa trên đó tạo ra công pháp riêng của mình, “dùng của người trả lại cho người”. Sau đó, khi đi giang hồ, hắn tình cờ gặp được Tôn Á Long, và cùng nhau thành lập môn phái nổi danh khắp thiên hạ Đạo Vân Sắc.
200175	Xuyên Việt Giả	Xuyên qua nhiều thế giới game, phấn đấu để mang mỗi thế giới game đến một kết thúc tốt đẹp, được cho là có dòng máu Saiyan, các thuộc tính khả năng đều bùng nổ, nhưng chỉ khi nghe thấy tiếng “ting” (bộ điều chỉnh) mới bùng nổ, vì vậy... đôi khi cũng không mạnh mẽ như vậy. Hắn luôn thích tự xưng mình không có bất kỳ lỗi lầm nào, nhưng thực tế chỉ là những người thấy lỗi của hắn đều đã bị tiêu diệt... vì vậy khi đệ tử của hắn phải học cách "mù quáng"... cuộc hành trình tu tiên này sẽ mang lại câu chuyện huyền thoại gì đây?
200176	Y Nhiên Tiểu Trí Thế Thân	Trong thế giới này, [NAME] đã xuất hiện với một thân phận bí ẩn, không ai biết nguồn gốc của hắn, không ai biết chi tiết của hắn.
200177	Tinh Tương Học Giả	Hoàng tộc xa xôi, cha hắn phụ trách các công cụ quan sát sao, gặp thời kỳ tu tiên thịnh hành trong hoàng gia, không lo việc triều chính, dân chúng sống trong khổ cực, các tướng quân khuyên bảo giết chết các quan sao, cha hắn đã giao lại công cụ sao cho hắn rồi bỏ trốn, sinh tử không rõ, phu nhân Lục trốn vào núi sâu kế thừa sự nghiệp cha nghiên cứu sao mà không biết thời gian.
200178	Tinh Tương Học Gia	Nhiều năm sau, triều chính ổn định, phong trào tu tiên lại nổi lên, phu nhân Lục tái xuất từ núi sâu, vận mệnh tương lai sẽ giao cho ai?!
200179	Chủy Độn	Dương Thụ sinh ra trong gia đình có truyền thống khẩu thuật, tổ tiên đến từ tộc Vortex ở Đông Nhật, trải qua hàng trăm năm thăng trầm, gia đình sa sút, đến đời ông nội Dương Thụ mới vượt biển đến làng Dương. Dương Thụ đã kế thừa truyền thống khẩu thuật của tổ tiên, từ nhỏ đã nói nhiều không ngừng, hành hiệp trượng nghĩa, là một cao thủ hòa giải.
200180	Trạng Sư	Sau hơn mười năm du lịch khắp nơi và không ngừng rèn luyện, Dương Thụ đã trở thành một đại sư nổi tiếng nhất thời, phong cách khẩu chiến châm chọc của hắn được khen ngợi, các vụ án hắn tiếp nhận chưa bao giờ thua, đã giải quyết vô số tranh chấp. Mối tình lãng mạn giữa Dương Thụ và nữ trợ lý Đái Thật cũng trở thành giai thoại trong giang hồ.
200181	Quản Lý Tài Năng	Nova từ nhỏ đã thông minh xuất sắc. Với kỷ lục trẻ nhất trong lịch sử trở thành thị trưởng, hắn đã tổ chức nhiều công việc xây dựng cộng đồng, bệnh viện, sân bay, v.v., từng làm chỉ huy quân sự, thậm chí tham gia vào các kế hoạch thám hiểm ngoài hành tinh và có đóng góp xuất sắc, nhưng cuối cùng không ở lại nơi nào lâu dài. Để làm phong phú kiến thức và đón nhận những thách thức lớn hơn, Nova cả đời đều tìm kiếm những điểm đến mới.
200182	Thị Trường	Mặc dù đã không còn làm việc trong bất kỳ tổ chức nào, nhưng việc thường xuyên đi lại giữa chính phủ và các tập đoàn lớn đã giúp Nova có được kinh nghiệm quản lý phong phú. Những kinh nghiệm này bao gồm các lĩnh vực công, nông, thương. Đồng thời, do thường xuyên đối phó với các chính trị gia, Nova đã rèn luyện được một bộ kỹ năng tranh luận xuất sắc, xử lý các vấn đề giao tiếp một cách dễ dàng. Những kinh nghiệm này được Nova ghi nhớ trong lòng, ngay cả sau khi chuyển sinh cũng chưa hoàn toàn quên.
200183	Tài Hoa Thiên Thụ	Ở kiếp trước, Chiếu Đà là một đứa trẻ khuyết tật, vì cha mẹ mất sớm, bản thân lại hành động không tiện, cuộc sống của đứa trẻ rất khổ sở, nhưng trong lòng lại rất lương thiện, đã làm nhiều việc tốt, cảm động trời xanh, vì vậy đã được chuyển sinh. Ở kiếp này, Chiếu Đà đến năm tuổi, chưa từng biết đến công cụ viết. Bỗng một ngày, hắn khóc lóc đòi những thứ đó. Cha hắn cảm thấy ngạc nhiên, đã mượn những thứ đó từ hàng xóm cho hắn. Hắn lập tức viết ra bốn câu, và tự đề tên mình, cho các tú tài trong làng thưởng thức.
200184	Côn Lôn Tầm Tiên	Chiếu Đà có thiên phú xuất sắc nhưng chưa bước vào con đường quan trường, sau khi được cao nhân chỉ điểm đã trở thành một bậc thầy y đạo, cứu chết chữa thương, sống lại vô số người. Sau đó, Chiếu Đà say mê tu hành, bắt đầu hành trình tìm kiếm dấu tích của tiên nhân, và giúp đỡ những người trên đường đi. Công lao không phụ lòng người, Chiếu Đà cuối cùng đã tìm thấy động phủ của tiên nhân trên núi Kunlun, từ đó nhận được một bộ bí tịch.
200185	Kỳ Nguyện Chi Lực	Vạn ngàn phàm nhân khao khát một thế giới tu tiên an lạc, do đó tạo ra sức mạnh cầu nguyện khổng lồ, sau một thời gian dài tích lũy cuối cùng đã ngưng tụ thành một sinh mệnh mới! Hắn tự đặt tên cho mình là Thần Thần Như Ý. Trong "Luận ngữ" có nhắc đến "Con ở nhà, Thần Thần Như Ý, Yêu Yêu Như Ý." Miêu tả cuộc sống hàng ngày của Khổng Tử ở nhà rất thoải mái, và sống rất vui vẻ, chứ không phải là cau mày lo lắng mỗi ngày. Tên Thần Thần Như Ý cũng xuất phát từ đây. Sau này, Thần Thần Như Ý thành tiên nhưng không nỡ nhìn thấy khổ đau của phàm nhân, vì vậy lại tái sinh, mang niềm vui đến nhân gian.
200186	Mật Văn	Say trong sống - Bình thường an lạc \n Việc không khó, việc không dễ, việc hoàn hảo là việc khó nhất. \n Người suy nghĩ việc, nhất định phải nghĩ đến ngọc, nhưng việc sinh ra khuyết điểm lại tự say. \n Say giải ưu, say giải sầu, say không thể giải được tự vô năng. \n Biết say tội, đau say tội, hưởng thụ trong say không nghĩ đến việc giải say.
200187	Kiếm Tiên Chuyển Thế	[NAME] kiếp trước là một kiếm tiên nổi tiếng trong giới tu hành, nổi danh với tuyệt chiêu một kiếm giết chết. Đã từng giết rồng, chém phượng, hơn nữa còn tranh đấu với các tu sĩ cổ đại, uy phong khắp nơi.
